config_description_novalneteps_test_mode;"The payment will be processed in the test mode therefore amount for this transaction will not be charged"
config_novalneteps_payment_notification_to_buyer;"Notification for the buyer"
config_description_novalneteps_payment_notification_to_buyer;"The entered text will be displayed on the checkout page"
config_novalneteps_after_paymenstatus;"Payment completion status"

config_field_no;"False"
config_field_yes;"True"
config_capture;"Capture"
config_authorize;"Authorize"
config_pin_field_not_active;"None"
config_shop_type_oneclick;"One-click shopping"
config_shop_type_zerobooking;"Zero amount booking"
novalnet_order_operations_update_button;"Update"

payment_name_novalnetinvoice;"Invoice"
payment_name_novalnetprepayment;"Prepayment"
payment_name_novalnetcashpayment;"Barzahlen/viacash"
payment_name_novalnetcc;"Credit/Debit Cards"
payment_name_novalnetsepa;"Direct Debit SEPA"
payment_name_novalnetideal;"iDEAL"
payment_name_novalnetinstant;"Sofort"
payment_name_novalnetpaypal;"PayPal"
payment_name_novalnetprzelewy24;"Przelewy24"
payment_name_novalneteps;"eps"
payment_name_novalnetgiropay;"giropay"
novalnet_url;"https://www.novalnet.com"

frontend_description_novalnetinvoice_prepayment;"You will receive an e-mail with the Novalnet account details to complete the payment"
frontend_description_novalnetcashpayment;"On successful checkout, you will receive a payment slip/SMS to pay your online purchase at one of our retail partners (e.g. supermarket)"
frontend_description_novalnetcc;"Your credit/debit card will be charged immediately after the order is completed"
frontend_description_novalnetpaypal;"You will be redirected to PayPal. Please don’t close or refresh the browser until the payment is completed"
frontend_description_novalnetinstant;"You will be redirected to Sofort. Please don’t close or refresh the browser until the payment is completed"
frontend_description_novalnetideal;"You will be redirected to iDEAL. Please don’t close or refresh the browser until the payment is completed"
frontend_description_novalneteps;"You will be redirected to eps. Please don’t close or refresh the browser until the payment is completed"
frontend_description_novalnetgiropay;"You will be redirected to giropay. Please don’t close or refresh the browser until the payment is completed"
frontend_description_novalnetprzelewy24;"You will be redirected to Przelewy24. Please don’t close or refresh the browser until the payment is completed"

trans_novalnet_confirm_successful_message;"The transaction has been confirmed on %s %s"
trans_novalnet_confirm_deactivated_message;"The transaction has been canceled on %s %s"

novalnet_message_test_order;"Test order"
novalnet_order_operations_amountupdate;"The transaction amount %s has been updated successfully on %s %s"
novalnet_order_operations_duedate_update;"The transaction has been updated with amount %s and due date with %s"
novalnet_order_operations_duedate_update_cashpayment;"The transaction has been updated with amount %s %s and slip expiry date with %s"

error_novalnet;"Novalnet error message  : "
error_novalnet_basicparam;"Please fill in all the mandatory fields"
error_novalnet_invalidamount;"The amount is invalid"
error_novalnet_general_message;"There was an error and your request could not be completed"
error_novalnet_due_date;"The date should be in future"

message_novalnet_refund_amount;"Refund has been initiated for the TID: %s with the amount of %s on %s."
message_novalnet_refund_amount_1;"Refund has been initiated for the TID: %s with the amount %s on %s. The subsequent TID: %s"

novalnet_redirect_text;"Redirecting..."
novalnet_redirect_info;"Please wait...<br />After the successful verification, you will be redirected to Novalnet secure order page to proceed with the payment"
novalnet_payment_mail_invoice;"Please transfer the amount %s to the below mentioned account"
novalnet_payment_valid_until;"Due date: "
novalnet_account_owner;"Account holder: "
novalnet_bank_name;"Bank: "
novalnet_bank_iban;"IBAN: "
novalnet_bank_bic;"BIC: "
novalnet_order_amount;"Amount: "
novalnet_reference1;"Payment Reference1"
novalnet_reference2;"Payment Reference2"
novalnet_order_no;"Order number "
novalnet_tid_label;"Novalnet transaction ID"
novalnet_text_please_select_status;"Please select status"
novalnet_php_Package_not_installed;"Mentioned PHP Package(s) not available in this Server. Please enable it."

novalnet_amount_date_update;"Are you sure you want to change the order amount or due date?"
novalnet_amount_update;"Are you sure you want to change the order amount?"

novalnet_description_1;"To use the PayPal payment method please enter your PayPal API details in <a href='https://admin.novalnet.de/' target='_blank' style='text-decoration: underline; font-weight: bold; color:#0080c9;'>Novalnet Merchant Administration Portal.</a>"
novalnet_in_cents;"(in minimum unit of currency. E.g. enter 100 which is equal to 1.00)"

novalnet_invoice_note_multiple_reference;"Please use any of the following payment references when transferring the amount.<br />This is necessary to match it with your corresponding order"
novalnet_callback_executed_with_child_tid;"Credit has been successfully received for the TID: %s with amount %s on %s. Please refer PAID order details in our Novalnet Admin Portal for the TID: %s"

novalnet_callback_executed_online_transfer;"The amount of %s for the order %s has been paid. Please verify received amount and TID details, and update the order status accordingly."

novalnet_callback_chargeback_executed;"Chargeback executed successfully for the TID: %s amount: %s on %s. The subsequent TID: %s"
novalnet_callback_bookback_executed;"Refund/Bookback executed successfully for the TID: %s amount: %s on %s. The subsequent TID: %s"
novalnet_callback_executed;"The transaction has been confirmed on %s."
novalnet_callback_przelewy24_cancel;"The transaction has been canceled due to:  %s."
novalnet_guarantee_cancellation;"The transaction has been canceled on %s %s."
novalnet_guarantee_confirmation;"The transaction has been confirmed on %s %s."
novalnet_guarantee_on_hold;"The transaction status has been changed from pending to on hold for the TID: %s on %s %s."
select_tariff;"Select Tariff ID"
novalnet_payment_validate_invalid_directdebit_message;"Your account details are invalid"
novalnet_payment_common_error;"Payment was not successful. An error occurred."
novalnet_payment_validate_payment;"Unfortunately, this order could not be processed. Please, place a new order"

novalnet_shop_errormsg;"Your shopping cart does not contain any products"
payment_novalnet_pinentry;"You will shortly receive a transaction PIN through phone call to complete the payment"
novalnet_payment_validate_checkhash;"While redirecting some data has been changed. The hash check failed"
customer_age_limit;"You need to be at least 18 years old"
customer_age_empty;"Please enter your date of birth"
invalid_company;"Invalid Company Name"
customer_date_valid;"The date format is invalid"
novalnet_payment_validate_invalid_cc_message;"Your credit card details are invalid"
novalnet_payment_validate_invalid_directdebit_message;"Your account details are invalid"
payment_novalnet_emptymobile;"Please enter your mobile number"
payment_novalnet_emptytelephone;"Please enter your telephone number"
payment_novalnet_orderamtchangePin;"The order amount has been changed, please proceed with the new order"
payment_novalnet_emptypin;"Enter your PIN"
payment_novalnet_wrongpin;"The PIN you entered is incorrect"
error_novalnet_sepa_due_date;"SEPA Due date is not valid"
error_novalnet_invoice_due_date;"Invoice Due date is not valid"
error_novalnet_prepayment_due_date;"Prepayment Due date is not valid"
error_novalnet_cashpayment_due_date;"Cashpayment Due date is not valid"

novalnet_booked_message;"Your order has been booked with the amount of %s. Your new TID for the booked amount: %s "
config_novalneteps_payment_notification_to_buyer;"Notification for the buyer"
config_description_novalneteps_payment_notification_to_buyer;"The entered text will be displayed on the checkout page"
not_valid_guarantee_input;"Enter Valid guarantee inputs!"

email_notification_message;"Dear client,<br />We would like to inform you that test order (%s) has been placed in your shop recently.Please make sure your project is in LIVE mode at Novalnet administration portal and Novalnet payments are enabled in your shop system.<br />Please ignore this email if the order has been placed by you for testing purpose.<br />Regards,<br />Novalnet AG"
email_notification_subject;"Novalnet test order notification - %s"

version11_suc_msg;"Thank you for installing/upgrading Novalnet payment plugin. To know more about configuration and features, please go to Plugin description tab"
plugin_topic1;"<b>Novalnet Payment Plugin V11.3.4</b>"
plugin_topic1_content;"The Novalnet Payment Plugin for Shopware 5 is an end-to-end solution for the full service processing of international and local payments all over the world. By connecting to the Novalnet platform, it ensures that your transactions are protected by the highest level of security. For this purpose, Novalnet AG is tested and certified every year in a comprehensive security audit both by BaFin and according to the Payment Card Industry Data Security Standard (PCI DSS) at the highest level 1."
guarantee_text;"This is processed as a guarantee payment"
guarantee_error_msg;"The payment cannot be processed, because the basic requirements for the payment guarantee haven't been met ( %s )"
guarantee_error_msg_amt;"Minimum order amount must be %s EUR"
guarantee_error_msg_cur;"Only EUR currency allowed"
guarantee_error_msg_country;"Only Germany, Austria or Switzerland are allowed"
guarantee_error_msg_address;"The shipping address must be the same as the billing address"
pending_guarantee_text;"Your order is being verified. Once confirmed, we will send you our bank details to which the order amount should be transferred. Please note that this may take up to 24 hours"
pending_guarantee_text_sepa;"Your order is under verification and we will soon update you with the order status. Please note that this may take upto 24 hours."
cashpayment_slip_exp_date;"Slip expiry date (in days)"
cashpayment_store;"Store(s) near you"
novalnet_amount_cashpayment_date_update;"Are you sure you want to change the order amount / slip expiry date?"
config_novalnetcc_manual_check_limit;"Minimum transaction limit for authorization"
config_novalnetsepa_manual_check_limit;"Minimum transaction limit for authorization"
config_novalnetinvoice_manual_check_limit;"Minimum transaction limit for authorization"
config_novalnetpaypal_manual_check_limit;"Minimum transaction limit for authorization"
config_novalnetcc_force_cc3d;"Enforce 3D secure payment outside EU"
config_description_novalnetcc_force_cc3d;"By enabling this option, all payments from cards issued outside the EU will be authenticated via 3DS 2.0 SCA."
trans_novalnet_confirm_due_date;"The transaction has been confirmed successfully for the TID %s and the due date updated as %s"
novalnet_callback_executed_trans_confirm_due_date;"The transaction has been confirmed successfully for the TID %s and the due date updated as %s"
novalnet_payment_transdetails_info;"Novalnet transaction details"
novalnet_order_mail;"Order Confirmation - Your Order %s with %s has been confirmed!"
novalnet_order_mail_body;"We are pleased to inform you that your order has been confirmed."
novalnet_order_mail_body_salutation;"Dear Mr/Ms"
novalnet_order_stock_mail_subject;"Notify for the stock not available"
novalnet_order_missing_mail_subject;"Order number is already updated"
